date,Continent,Country,alpha2code,cases_pr100000,cases_increasing,totalpop_cat,totalpop,vaccinated_pr100_cat,vaccinated_pr100,deaths,cases,temperature,population_density,median_age,aged_70_older,gdp_per_capita,extreme_poverty,diabetes_prevalence,female_smokers,male_smokers,hospital_beds_per_thousand,life_expectancy,human_development_index
9/4/2020,Africa,Algeria,DZ,.72079986,0,3,43007779,1,0,8,310,286.2750381948319,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
9/11/2020,Africa,Algeria,DZ,.61384243,0,3,43007779,1,0,8,264,285.288250947884,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
9/18/2020,Africa,Algeria,DZ,.50688505,0,3,43007779,1,0,8,218,286.1390234739675,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
9/25/2020,Africa,Algeria,DZ,.40457797,0,3,43007779,1,0,6,174,284.0945708319325,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
10/2/2020,Africa,Algeria,DZ,.34877411,0,3,43007779,1,0,6,150,279.9257605067144,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
10/9/2020,Africa,Algeria,DZ,.33017284,1,3,43007779,1,0,6,142,283.3343621874708,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
10/16/2020,Africa,Algeria,DZ,.46038184,1,3,43007779,1,0,8,198,277.5170359474623,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
10/23/2020,Africa,Algeria,DZ,.59756631,1,3,43007779,1,0,8,257,284.3133039472702,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
10/30/2020,Africa,Algeria,DZ,.78590435,1,3,43007779,1,0,9,338,278.6286531985188,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
11/6/2020,Africa,Algeria,DZ,1.3439429,1,3,43007779,1,0,11,578,278.2510375783883,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
11/13/2020,Africa,Algeria,DZ,1.9438344,1,3,43007779,1,0,15,836,279.4939341178361,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
11/20/2020,Africa,Algeria,DZ,2.3949156,1,3,43007779,1,0,18,1030,281.4758078071785,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
11/27/2020,Africa,Algeria,DZ,2.3809645,0,3,43007779,1,0,19,1024,279.9167297931675,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
12/4/2020,Africa,Algeria,DZ,1.8996563,0,3,43007779,1,0,15,817,278.1667457014819,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
12/11/2020,Africa,Algeria,DZ,1.243961,0,3,43007779,1,0,11,535,283.5430316230684,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
12/18/2020,Africa,Algeria,DZ,1.0463223,1,3,43007779,1,0,10,450,281.5064955151037,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
12/25/2020,Africa,Algeria,DZ,1.0602733,0,3,43007779,1,0,9,456,279.598030106347,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
1/1/2021,Africa,Algeria,DZ,.58361536,0,3,43007779,1,0,5,251,274.3378760059435,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
1/8/2021,Africa,Algeria,DZ,.56268889,0,3,43007779,1,0,4,242,282.7615204383416,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
1/15/2021,Africa,Algeria,DZ,.58129019,1,3,43007779,1,0,4,250,277.5287746755178,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
1/22/2021,Africa,Algeria,DZ,.57896501,0,3,43007779,1,0,4,249,278.6196414664596,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
1/29/2021,Africa,Algeria,DZ,.58129019,0,3,43007779,1,0,3,250,281.2328642914792,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
2/5/2021,Africa,Algeria,DZ,.54408759,0,3,43007779,1,0,4,234,274.8415145777047,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
2/12/2021,Africa,Algeria,DZ,.42085409,0,3,43007779,1,0,3,181,280.7555150344452,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
2/19/2021,Africa,Algeria,DZ,.390627,0,3,43007779,2,.17,3,168,271.7476068716443,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
2/26/2021,Africa,Algeria,DZ,.42317927,1,3,43007779,2,.17,5,182,277.3111239048403,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
3/5/2021,Africa,Algeria,DZ,.31157154,0,3,43007779,2,.17,3,134,279.9115661811201,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
3/12/2021,Africa,Algeria,DZ,.32319734,1,3,43007779,2,.17,3,139,273.6916047801466,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
3/19/2021,Africa,Algeria,DZ,.24414188,0,3,43007779,2,.17,3,105,278.63500210139,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
3/26/2021,Africa,Algeria,DZ,.25809285,1,3,43007779,2,.17,3,111,275.5003050683883,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
4/2/2021,Africa,Algeria,DZ,.25809285,0,3,43007779,2,.17,3,111,278.4246415398572,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
4/9/2021,Africa,Algeria,DZ,.35807475,1,3,43007779,2,.17,4,154,280.0041326021975,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
4/16/2021,Africa,Algeria,DZ,.47200763,1,3,43007779,2,.17,8,203,281.9569350296742,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
4/23/2021,Africa,Algeria,DZ,.52781147,1,3,43007779,2,.17,9,227,281.5222711236109,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
4/30/2021,Africa,Algeria,DZ,.47200763,0,3,43007779,2,.17,7,203,280.33001044964,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
5/7/2021,Africa,Algeria,DZ,.4092283,0,3,43007779,2,.17,7,176,281.6658000244481,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
5/14/2021,Africa,Algeria,DZ,.4975844,1,3,43007779,2,.17,6,214,280.812136499062,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
5/21/2021,Africa,Algeria,DZ,.60454178,1,3,43007779,2,.17,7,260,281.2231229086994,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
5/28/2021,Africa,Algeria,DZ,.72312498,1,3,43007779,2,.17,7,311,285.3050067449391,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
6/4/2021,Africa,Algeria,DZ,.79753011,1,3,43007779,2,.17,8,343,287.2657219079429,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
6/11/2021,Africa,Algeria,DZ,.85333401,1,3,43007779,2,.17,8,367,280.903195998441,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
6/18/2021,Africa,Algeria,DZ,.83008242,0,3,43007779,2,.17,9,357,283.9423211156019,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
6/25/2021,Africa,Algeria,DZ,.97424233,1,3,43007779,2,.17,9,419,285.3596298792436,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
7/2/2021,Africa,Algeria,DZ,1.4555507,1,3,43007779,2,.17,11,626,283.103565562958,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
7/9/2021,Africa,Algeria,DZ,2.2763324,1,3,43007779,2,.17,14,979,287.4187619686101,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
7/16/2021,Africa,Algeria,DZ,2.862273,1,3,43007779,2,.17,17,1231,285.096606850498,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
7/23/2021,Africa,Algeria,DZ,3.3831089,1,3,43007779,2,.17,30,1455,282.7532162541329,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
7/30/2021,Africa,Algeria,DZ,3.0017827,0,3,43007779,2,.17,36,1291,283.2768115079103,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
8/6/2021,Africa,Algeria,DZ,2.0926447,0,3,43007779,2,.17,35,900,283.0960480080692,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
8/13/2021,Africa,Algeria,DZ,1.5113544,0,3,43007779,2,.17,31,650,279.4734276755129,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
8/20/2021,Africa,Algeria,DZ,1.2253597,0,3,43007779,2,7.62,29,527,287.6215286879929,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
8/27/2021,Africa,Algeria,DZ,.97889268,0,3,43007779,2,7.62,30,421,283.9004254536067,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
9/3/2021,Africa,Algeria,DZ,.72312498,0,3,43007779,2,7.62,24,311,288.6587794827284,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
9/10/2021,Africa,Algeria,DZ,.534787,0,3,43007779,2,11.14,17,230,284.971454251401,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
9/17/2021,Africa,Algeria,DZ,.39295217,0,3,43007779,3,12.95,13,169,286.1424944486684,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
9/24/2021,Africa,Algeria,DZ,.35807475,0,3,43007779,3,12.95,7,154,284.2805490236736,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
10/1/2021,Africa,Algeria,DZ,.28134444,0,3,43007779,3,13.4,5,121,285.3143399455721,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
10/8/2021,Africa,Algeria,DZ,.23484124,0,3,43007779,3,13.4,3,101,280.274194082936,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
10/15/2021,Africa,Algeria,DZ,.03255225,0,3,43007779,3,13.4,3,14,276.2281280426294,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
10/22/2021,Africa,Algeria,DZ,.33249798,1,3,43007779,3,13.4,4,143,279.4163327249531,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
10/29/2021,Africa,Algeria,DZ,.25576767,0,3,43007779,3,14.15,4,110,281.942262531536,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
11/5/2021,Africa,Algeria,DZ,.26506832,1,3,43007779,3,14.25,5,114,277.5813670829423,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
11/12/2021,Africa,Algeria,DZ,.31854701,1,3,43007779,3,14.29,5,137,277.6321808589345,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
11/19/2021,Africa,Algeria,DZ,.49060893,1,3,43007779,3,14.36,5,211,280.4467775310117,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
11/26/2021,Africa,Algeria,DZ,.19066319,0,3,43007779,3,14.96,4,82,278.3069203347483,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
12/3/2021,Africa,Algeria,DZ,.51153535,1,3,43007779,3,15.31,7,220,275.5783525030923,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
12/10/2021,Africa,Algeria,DZ,.56036377,0,3,43007779,3,15.31,6,241,278.6372328179419,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
12/17/2021,Africa,Algeria,DZ,.72777534,1,3,43007779,3,15.63,7,313,275.564936838523,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
12/24/2021,Africa,Algeria,DZ,.92773914,1,3,43007779,3,15.72,8,399,279.4239769266258,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
12/31/2021,Africa,Algeria,DZ,1.1253778,1,3,43007779,3,15.72,9,484,278.42314633171,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
1/7/2022,Africa,Algeria,DZ,1.1811817,0,3,43007779,3,15.72,9,508,275.781837265271,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
1/14/2022,Africa,Algeria,DZ,1.7810731,1,3,43007779,3,16.14,10,766,276.0269860046528,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
1/21/2022,Africa,Algeria,DZ,5.3943729,1,3,43007779,3,16.14,14,2320,274.6704927320136,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
1/28/2022,Africa,Algeria,DZ,2.9018006,0,3,43007779,3,16.14,8,1248,272.3635576066654,17.348,29.1,3.857,13913.839,.5,6.73,.7,30.4,1.9,76.88,.748
3/13/2020,America,Ecuador,EC,.10381578,1,2,17338405,1,0,0,18,290.9516273716129,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
3/20/2020,America,Ecuador,EC,.66326749,1,2,17338405,1,0,2,115,290.3163582292736,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
3/27/2020,America,Ecuador,EC,.98624986,1,2,17338405,1,0,8,171,291.8576484021028,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
4/3/2020,America,Ecuador,EC,1.6898901,1,2,17338405,1,0,18,293,290.0920172683055,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
4/10/2020,America,Ecuador,EC,2.9356794,0,2,17338405,1,0,22,509,291.1092877090315,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
4/17/2020,America,Ecuador,EC,2.9760523,1,2,17338405,1,0,19,516,291.0917463131723,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
4/24/2020,America,Ecuador,EC,10.162411,0,2,17338405,1,0,33,1762,290.7960583552397,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
5/1/2020,America,Ecuador,EC,4.8158984,0,2,17338405,1,0,132,835,290.5222779368258,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
5/8/2020,America,Ecuador,EC,.44410083,1,2,17338405,1,0,81,77,290.7293598630216,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
5/15/2020,America,Ecuador,EC,2.9818199,0,2,17338405,1,0,82,517,290.129574237026,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
5/22/2020,America,Ecuador,EC,2.7972584,0,2,17338405,1,0,51,485,289.4124365636584,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
5/29/2020,America,Ecuador,EC,2.1282234,1,2,17338405,1,0,36,369,290.2200614947075,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
6/5/2020,America,Ecuador,EC,3.2701969,0,2,17338405,1,0,38,567,289.8082138835197,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
6/12/2020,America,Ecuador,EC,3.0221927,1,2,17338405,1,0,40,524,288.357804089127,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
6/19/2020,America,Ecuador,EC,3.2874997,1,2,17338405,1,0,44,570,289.571084496518,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
6/26/2020,America,Ecuador,EC,4.0488153,1,2,17338405,1,0,32,702,288.90542062999,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
7/3/2020,America,Ecuador,EC,5.427258,0,2,17338405,1,0,49,941,289.4278556849142,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
7/10/2020,America,Ecuador,EC,4.8966441,1,2,17338405,1,0,38,849,288.2707323983504,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
7/17/2020,America,Ecuador,EC,5.127346,1,2,17338405,1,0,37,889,286.8915055202004,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
7/24/2020,America,Ecuador,EC,5.4041882,0,2,17338405,1,0,30,937,288.7074711904232,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
7/31/2020,America,Ecuador,EC,5.0523677,1,2,17338405,1,0,32,876,288.4123339321618,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
8/7/2020,America,Ecuador,EC,6.4365783,0,2,17338405,1,0,24,1116,287.333577177252,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
8/14/2020,America,Ecuador,EC,5.7329378,0,2,17338405,1,0,23,994,289.4689219720811,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
8/21/2020,America,Ecuador,EC,5.0869732,0,2,17338405,1,0,34,882,288.4086757925589,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
8/28/2020,America,Ecuador,EC,3.6969953,0,2,17338405,1,0,111,641,287.8746042294248,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
9/11/2020,America,Ecuador,EC,7.1402183,0,2,17338405,1,0,50,1238,287.3938754621522,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
9/18/2020,America,Ecuador,EC,6.5057888,1,2,17338405,1,0,27,1128,288.8321506053584,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
9/25/2020,America,Ecuador,EC,6.6211395,0,2,17338405,1,0,31,1148,287.0381310268916,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
10/2/2020,America,Ecuador,EC,5.1446486,0,2,17338405,1,0,56,892,287.4535103835908,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
10/9/2020,America,Ecuador,EC,4.9716225,1,2,17338405,1,0,71,862,287.5732146931943,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
10/16/2020,America,Ecuador,EC,5.3984203,1,2,17338405,1,0,27,936,288.7578061240666,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
10/23/2020,America,Ecuador,EC,6.7826309,0,2,17338405,1,0,23,1176,288.7820854861235,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
10/30/2020,America,Ecuador,EC,6.0097799,0,2,17338405,1,0,19,1042,288.6031988610644,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
11/6/2020,America,Ecuador,EC,4.67171,0,2,17338405,1,0,22,810,287.9918508626946,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
11/13/2020,America,Ecuador,EC,4.4352407,0,2,17338405,1,0,26,769,288.140152577227,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
11/20/2020,America,Ecuador,EC,4.5390563,1,2,17338405,1,0,28,787,290.1111403908673,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
11/27/2020,America,Ecuador,EC,5.2657671,0,2,17338405,1,0,34,913,289.4851619636426,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
12/4/2020,America,Ecuador,EC,4.6371045,0,2,17338405,1,0,45,804,289.1212073305047,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
12/11/2020,America,Ecuador,EC,3.4028504,1,2,17338405,1,0,13,590,290.6218449126083,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
12/18/2020,America,Ecuador,EC,3.3855479,0,2,17338405,1,0,10,587,289.9122251561211,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
12/25/2020,America,Ecuador,EC,2.993355,1,2,17338405,1,0,7,519,290.4162321869657,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
1/1/2021,America,Ecuador,EC,4.8389688,1,2,17338405,1,0,14,839,289.536347890952,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
1/8/2021,America,Ecuador,EC,7.9707446,1,2,17338405,1,0,19,1382,289.8420326950043,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
1/15/2021,America,Ecuador,EC,8.2014465,0,2,17338405,1,0,42,1422,290.2605993207423,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
1/22/2021,America,Ecuador,EC,7.8207884,0,2,17338405,2,.02,37,1356,290.6597306456646,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
1/29/2021,America,Ecuador,EC,6.4884863,0,2,17338405,2,.04,20,1125,290.8421436555322,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
2/5/2021,America,Ecuador,EC,7.3190122,1,2,17338405,2,.07,44,1269,290.8068990289159,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
2/12/2021,America,Ecuador,EC,6.200109,0,2,17338405,2,.07,30,1075,291.8792785167678,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
2/19/2021,America,Ecuador,EC,8.9050865,1,2,17338405,2,.22,39,1544,290.8253612197655,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
2/26/2021,America,Ecuador,EC,7.1690564,0,2,17338405,2,.39,32,1243,289.6207432428733,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
3/5/2021,America,Ecuador,EC,6.5346265,0,2,17338405,2,.67,28,1133,291.2472981008762,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
3/12/2021,America,Ecuador,EC,8.2418194,1,2,17338405,2,1.14,33,1429,290.1658296581384,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
3/19/2021,America,Ecuador,EC,9.8855686,1,2,17338405,2,1.4,38,1714,290.1065055363642,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
3/26/2021,America,Ecuador,EC,9.6721697,0,2,17338405,2,1.98,35,1677,290.4557156960979,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
4/2/2021,America,Ecuador,EC,8.63978,0,2,17338405,2,2.39,43,1498,290.7009698924801,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
4/9/2021,America,Ecuador,EC,10.739165,1,2,17338405,2,3.11,56,1862,289.8353628794497,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
4/16/2021,America,Ecuador,EC,11.627367,1,2,17338405,2,3.83,81,2016,291.1582734899104,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
4/23/2021,America,Ecuador,EC,11.044846,0,2,17338405,2,5.36,69,1915,290.7391895229748,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
4/30/2021,America,Ecuador,EC,11.460109,1,2,17338405,2,6.94,68,1987,290.4972926139043,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
5/7/2021,America,Ecuador,EC,7.8726964,0,2,17338405,2,8.6,76,1365,290.3226903848634,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
5/14/2021,America,Ecuador,EC,10.756468,1,2,17338405,2,9.48,63,1865,290.251100080536,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
5/21/2021,America,Ecuador,EC,2.6126971,0,2,17338405,2,10.54,53,453,289.5580037148491,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
5/28/2021,America,Ecuador,EC,4.8966441,1,2,17338405,3,11.37,37,849,288.9289835733112,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
6/4/2021,America,Ecuador,EC,5.3061399,0,2,17338405,3,12.58,34,920,289.5393422654552,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
6/11/2021,America,Ecuador,EC,6.0443854,1,2,17338405,3,13.96,36,1048,289.3836763116358,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
6/18/2021,America,Ecuador,EC,7.3132448,1,2,17338405,3,15.75,32,1268,289.0555331435172,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
6/25/2021,America,Ecuador,EC,5.9521046,0,2,17338405,3,17.6,26,1032,288.4961354402947,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
7/2/2021,America,Ecuador,EC,4.8851089,0,2,17338405,3,19.34,20,847,287.3863261803977,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
7/9/2021,America,Ecuador,EC,6.2577844,1,2,17338405,3,24.58,18,1085,288.0328459969347,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
7/16/2021,America,Ecuador,EC,4.0430479,0,2,17338405,3,36.49,1085,701,288.0572527782329,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
7/23/2021,America,Ecuador,EC,5.4503284,1,2,17338405,3,46.71,284,945,287.4640646428106,66.93899999999999,28.1,4.458,10581.936,3.6,5.55,2,12.3,1.5,77.01000000000001,.759
