date,Continent,Country,alpha2code,cases_pr100000,cases_increasing,totalpop_cat,totalpop,vaccinated_pr100_cat,vaccinated_pr100,deaths,cases,temperature,population_density,median_age,aged_70_older,gdp_per_capita,extreme_poverty,diabetes_prevalence,female_smokers,male_smokers,hospital_beds_per_thousand,life_expectancy,human_development_index
3/20/2020,Europe,Andorra,AD,25.84202,1,1,69654,1,0,0,18,268.8740357038542,163.755,,,,,7.97,29,37.8,,83.73,.868
3/27/2020,Europe,Andorra,AD,43.07003,0,1,69654,1,0,1,30,265.7111213126122,163.755,,,,,7.97,29,37.8,,83.73,.868
4/3/2020,Europe,Andorra,AD,33.020359,0,1,69654,1,0,2,23,269.4364118293182,163.755,,,,,7.97,29,37.8,,83.73,.868
4/10/2020,Europe,Andorra,AD,25.84202,0,1,69654,1,0,1,18,273.4823547038188,163.755,,,,,7.97,29,37.8,,83.73,.868
4/17/2020,Europe,Andorra,AD,14.356677,0,1,69654,1,0,1,10,276.5399759164285,163.755,,,,,7.97,29,37.8,,83.73,.868
4/24/2020,Europe,Andorra,AD,4.307003,0,1,69654,1,0,1,3,277.1025309027478,163.755,,,,,7.97,29,37.8,,83.73,.868
10/16/2020,Europe,Andorra,AD,139.25977,0,1,69654,1,0,1,97,269.4983982525736,163.755,,,,,7.97,29,37.8,,83.73,.868
10/23/2020,Europe,Andorra,AD,139.25977,1,1,69654,1,0,1,97,276.019277217691,163.755,,,,,7.97,29,37.8,,83.73,.868
10/30/2020,Europe,Andorra,AD,155.05211,1,1,69654,1,0,1,108,271.4305379854793,163.755,,,,,7.97,29,37.8,,83.73,.868
11/6/2020,Europe,Andorra,AD,111.98209,0,1,69654,1,0,0,78,275.3685537831099,163.755,,,,,7.97,29,37.8,,83.73,.868
1/8/2021,Europe,Andorra,AD,84.704399,0,1,69654,1,0,1,59,257.1798080767238,163.755,,,,,7.97,29,37.8,,83.73,.868
1/29/2021,Europe,Andorra,AD,66.040718,0,1,69654,2,.72,1,46,274.8839743818448,163.755,,,,,7.97,29,37.8,,83.73,.868
3/20/2020,Asia,United Arab Emirates (the),AE,.15271819,1,2,9822013,1,0,0,15,286.39136418036,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
4/3/2020,Asia,United Arab Emirates (the),AE,1.9649739,1,2,9822013,1,0,1,193,277.0266491484424,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
4/10/2020,Asia,United Arab Emirates (the),AE,3.3598001,1,2,9822013,1,0,2,330,275.688666978238,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
4/17/2020,Asia,United Arab Emirates (the),AE,4.398284,1,2,9822013,1,0,3,432,288.8668049023549,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
4/24/2020,Asia,United Arab Emirates (the),AE,5.0397,1,2,9822013,1,0,5,495,281.8047788636823,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
5/1/2020,Asia,United Arab Emirates (the),AE,5.5894856,1,2,9822013,1,0,8,549,286.5945565875374,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
5/8/2020,Asia,United Arab Emirates (the),AE,6.098546,1,2,9822013,1,0,9,599,281.2688537898718,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
5/15/2020,Asia,United Arab Emirates (the),AE,7.7071776,1,2,9822013,1,0,3,757,282.3196016127003,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
5/22/2020,Asia,United Arab Emirates (the),AE,8.6947556,0,2,9822013,1,0,3,854,278.8409447166911,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
5/29/2020,Asia,United Arab Emirates (the),AE,7.2082982,0,2,9822013,1,0,3,708,283.9287981719577,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
6/5/2020,Asia,United Arab Emirates (the),AE,6.0272775,0,2,9822013,1,0,2,592,287.6235568422898,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
6/12/2020,Asia,United Arab Emirates (the),AE,4.8971629,0,2,9822013,1,0,2,481,283.1815134930407,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
6/19/2020,Asia,United Arab Emirates (the),AE,3.8790419,1,2,9822013,1,0,2,381,293.8644131386577,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
6/26/2020,Asia,United Arab Emirates (the),AE,4.3575587,1,2,9822013,1,0,2,428,293.2258974211541,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
7/3/2020,Asia,United Arab Emirates (the),AE,5.3553176,0,2,9822013,1,0,1,526,292.6969025771687,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
7/10/2020,Asia,United Arab Emirates (the),AE,4.561183,0,2,9822013,1,0,1,448,285.5243291375211,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
7/17/2020,Asia,United Arab Emirates (the),AE,2.9932764,0,2,9822013,1,0,1,294,290.3737084716713,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
7/31/2020,Asia,United Arab Emirates (the),AE,2.922008,0,2,9822013,1,0,1,287,287.649110932472,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
8/7/2020,Asia,United Arab Emirates (the),AE,2.2704103,1,2,9822013,1,0,1,223,289.5084531722463,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
8/14/2020,Asia,United Arab Emirates (the),AE,2.7896521,1,2,9822013,1,0,1,274,292.4942060256074,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
8/21/2020,Asia,United Arab Emirates (the),AE,3.9197667,0,2,9822013,1,0,1,385,292.2094563585255,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
8/28/2020,Asia,United Arab Emirates (the),AE,4.2353845,1,2,9822013,1,0,1,416,290.8424964055066,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
9/4/2020,Asia,United Arab Emirates (the),AE,6.4956136,1,2,9822013,1,0,1,638,281.2741718253699,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
9/11/2020,Asia,United Arab Emirates (the),AE,7.9922519,0,2,9822013,1,0,1,785,284.5307349165081,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
9/18/2020,Asia,United Arab Emirates (the),AE,8.1246071,1,2,9822013,1,0,1,798,276.3676361227729,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
9/25/2020,Asia,United Arab Emirates (the),AE,9.6925144,1,2,9822013,1,0,1,952,279.080049410189,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
10/2/2020,Asia,United Arab Emirates (the),AE,10.680092,1,2,9822013,1,0,2,1049,278.1590076289465,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
10/9/2020,Asia,United Arab Emirates (the),AE,11.209515,1,2,9822013,1,0,3,1101,286.8024536984927,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
10/16/2020,Asia,United Arab Emirates (the),AE,13.663187,1,2,9822013,1,0,2,1342,271.0374830957033,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
10/23/2020,Asia,United Arab Emirates (the),AE,13.69373,0,2,9822013,1,0,2,1345,280.3215119819106,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
10/30/2020,Asia,United Arab Emirates (the),AE,12.665428,0,2,9822013,1,0,3,1244,276.1323234032743,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
11/6/2020,Asia,United Arab Emirates (the),AE,11.973105,0,2,9822013,1,0,3,1176,280.6365521524421,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
11/13/2020,Asia,United Arab Emirates (the),AE,12.024012,1,2,9822013,1,0,2,1181,285.2327310637178,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
11/20/2020,Asia,United Arab Emirates (the),AE,12.59416,1,2,9822013,1,0,3,1237,287.5659998897104,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
11/27/2020,Asia,United Arab Emirates (the),AE,12.726516,0,2,9822013,1,0,3,1250,281.0803491660764,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
12/4/2020,Asia,United Arab Emirates (the),AE,12.583979,0,2,9822013,1,0,3,1236,291.7285377990454,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
12/11/2020,Asia,United Arab Emirates (the),AE,12.410898,1,2,9822013,1,0,3,1219,281.0237325662658,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
12/18/2020,Asia,United Arab Emirates (the),AE,12.471985,0,2,9822013,1,0,3,1225,281.608376659788,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
12/25/2020,Asia,United Arab Emirates (the),AE,12.981046,1,2,9822013,1,0,3,1275,284.1395965772463,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
1/1/2021,Asia,United Arab Emirates (the),AE,22.653198,1,2,9822013,1,0,4,2225,283.0045595693095,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
1/8/2021,Asia,United Arab Emirates (the),AE,29.077543,1,2,9822013,1,0,5,2856,270.8643948063545,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
1/15/2021,Asia,United Arab Emirates (the),AE,35.00301,1,2,9822013,2,8.859999999999999,6,3438,284.2500260762262,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
1/22/2021,Asia,United Arab Emirates (the),AE,37.110519,1,2,9822013,2,8.859999999999999,8,3645,282.9131754929358,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
1/29/2021,Asia,United Arab Emirates (the),AE,33.862713,0,2,9822013,2,8.859999999999999,10,3326,279.1773557666888,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
2/5/2021,Asia,United Arab Emirates (the),AE,32.528973,0,2,9822013,2,8.859999999999999,13,3195,279.1246766083511,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
2/12/2021,Asia,United Arab Emirates (the),AE,34.249599,1,2,9822013,2,8.859999999999999,17,3364,285.3761474594374,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
2/19/2021,Asia,United Arab Emirates (the),AE,28.619389,0,2,9822013,2,8.859999999999999,12,2811,284.4334907055997,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
2/26/2021,Asia,United Arab Emirates (the),AE,28.039059,1,2,9822013,3,36.86,14,2754,285.600556316947,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
3/5/2021,Asia,United Arab Emirates (the),AE,23.396425,0,2,9822013,3,36.86,11,2298,273.8245796726524,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
3/12/2021,Asia,United Arab Emirates (the),AE,20.627136,0,2,9822013,3,36.86,7,2026,272.3003570811472,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
3/19/2021,Asia,United Arab Emirates (the),AE,3.3699813,0,2,9822013,3,36.86,7,331,272.434977489303,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
3/26/2021,Asia,United Arab Emirates (the),AE,36.733814,1,2,9822013,3,36.86,4,3608,277.4301506156921,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
4/2/2021,Asia,United Arab Emirates (the),AE,23.080809,0,2,9822013,3,36.86,3,2267,274.6393409095272,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
4/9/2021,Asia,United Arab Emirates (the),AE,19.537746,0,2,9822013,3,36.86,3,1919,275.3563132273473,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
4/16/2021,Asia,United Arab Emirates (the),AE,19.721008,1,2,9822013,3,36.86,3,1937,281.6621861334025,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
4/23/2021,Asia,United Arab Emirates (the),AE,19.099955,0,2,9822013,3,53.83,3,1876,273.4592268840398,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
4/30/2021,Asia,United Arab Emirates (the),AE,17.949478,0,2,9822013,3,53.83,3,1763,282.593800556718,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
5/7/2021,Asia,United Arab Emirates (the),AE,15.210732,0,2,9822013,3,53.83,3,1494,286.5301799244752,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
5/14/2021,Asia,United Arab Emirates (the),AE,14.487865,0,2,9822013,3,53.83,3,1423,279.6732403705417,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
5/21/2021,Asia,United Arab Emirates (the),AE,18.224371,1,2,9822013,3,53.83,4,1790,280.9922526838512,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
5/28/2021,Asia,United Arab Emirates (the),AE,20.148619,1,2,9822013,3,53.83,3,1979,287.5167459856878,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
6/4/2021,Asia,United Arab Emirates (the),AE,21.50272,1,2,9822013,3,53.83,4,2112,281.3912474464485,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
6/11/2021,Asia,United Arab Emirates (the),AE,20.606773,0,2,9822013,3,53.83,4,2024,290.1344051315273,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
6/18/2021,Asia,United Arab Emirates (the),AE,21.50272,1,2,9822013,3,53.83,5,2112,292.895007749464,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
6/25/2021,Asia,United Arab Emirates (the),AE,18.733431,0,2,9822013,3,53.83,5,1840,281.2023764957866,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
7/2/2021,Asia,United Arab Emirates (the),AE,16.004866,0,2,9822013,3,53.83,5,1572,282.1244997454666,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
7/9/2021,Asia,United Arab Emirates (the),AE,17.521866,1,2,9822013,3,78.78,5,1721,288.9363608480534,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
7/16/2021,Asia,United Arab Emirates (the),AE,13.958442,0,2,9822013,3,81.19,3,1371,294.9497311099694,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
7/23/2021,Asia,United Arab Emirates (the),AE,15.292181,1,2,9822013,3,81.40000000000001,4,1502,290.4333568071858,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
7/30/2021,Asia,United Arab Emirates (the),AE,17.073893,1,2,9822013,3,82.02,4,1677,290.1131645751459,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
8/6/2021,Asia,United Arab Emirates (the),AE,11.810206,0,2,9822013,3,83.91,3,1160,288.3746568259306,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
8/13/2021,Asia,United Arab Emirates (the),AE,11.036434,1,2,9822013,3,85.69,3,1084,285.2898247152427,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
8/20/2021,Asia,United Arab Emirates (the),AE,11.545495,1,2,9822013,3,87.89,3,1134,291.0321573116324,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
8/27/2021,Asia,United Arab Emirates (the),AE,9.0001917,0,2,9822013,3,89.88,1,884,282.1894886237785,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
9/3/2021,Asia,United Arab Emirates (the),AE,9.0205545,1,2,9822013,3,92.29000000000001,2,886,288.6398926666809,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
9/10/2021,Asia,United Arab Emirates (the),AE,5.2535057,0,2,9822013,3,94.18000000000001,2,516,293.5491627464192,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
9/17/2021,Asia,United Arab Emirates (the),AE,3.3496189,0,2,9822013,3,95.95999999999999,2,329,287.8980573106367,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
9/24/2021,Asia,United Arab Emirates (the),AE,3.0034575,0,2,9822013,3,97.43000000000001,2,295,293.1240271510839,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
10/1/2021,Asia,United Arab Emirates (the),AE,1.5068194,0,2,9822013,3,98.79000000000001,1,148,288.0352570071214,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
10/8/2021,Asia,United Arab Emirates (the),AE,1.2013831,0,2,9822013,3,99.73,1,118,286.5150784521468,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
10/15/2021,Asia,United Arab Emirates (the),AE,1.0384836,0,2,9822013,3,100.57,1,102,283.425763166911,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
10/22/2021,Asia,United Arab Emirates (the),AE,.91630912,0,2,9822013,3,101.3,1,90,289.7622467016799,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
11/5/2021,Asia,United Arab Emirates (the),AE,.75340968,0,2,9822013,3,102.98,0,74,286.9634629269146,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
12/17/2021,Asia,United Arab Emirates (the),AE,9.7739639,1,2,9822013,3,103.61,0,960,282.414559312112,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
12/24/2021,Asia,United Arab Emirates (the),AE,18.916693,1,2,9822013,3,103.61,1,1858,287.0305901207466,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
12/31/2021,Asia,United Arab Emirates (the),AE,28.059422,1,2,9822013,3,103.61,1,2756,287.0074584922792,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
1/7/2022,Asia,United Arab Emirates (the),AE,26.990395,0,2,9822013,3,103.61,2,2651,281.4962162001987,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
1/14/2022,Asia,United Arab Emirates (the),AE,25.432669,0,2,9822013,3,103.61,3,2498,280.9339639054955,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
1/21/2022,Asia,United Arab Emirates (the),AE,27.367098,1,2,9822013,3,103.61,4,2688,279.5275705339043,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
1/28/2022,Asia,United Arab Emirates (the),AE,22.907728,0,2,9822013,3,103.61,3,2250,280.4350113037462,112.442,34,.526,67293.48299999999,,17.26,1.2,37.4,1.2,77.97,.89
4/3/2020,Asia,Afghanistan,AF,.079576954,1,3,36442712,1,0,1,29,273.8336042969356,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
4/10/2020,Asia,Afghanistan,AF,.12622552,1,3,36442712,1,0,2,46,276.2188431167594,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
4/17/2020,Asia,Afghanistan,AF,.16189794,1,3,36442712,1,0,2,59,279.4034514026415,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
4/24/2020,Asia,Afghanistan,AF,.24421893,1,3,36442712,1,0,4,89,279.9902854157903,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
5/1/2020,Asia,Afghanistan,AF,.48843786,1,3,36442712,1,0,4,178,281.1536567597315,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
5/8/2020,Asia,Afghanistan,AF,.69698435,1,3,36442712,1,0,5,254,278.73224969172,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
5/15/2020,Asia,Afghanistan,AF,.97961974,1,3,36442712,1,0,7,357,277.8598511945422,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
5/22/2020,Asia,Afghanistan,AF,1.5750749,1,3,36442712,1,0,7,574,275.9150773695106,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
5/29/2020,Asia,Afghanistan,AF,1.841246,1,3,36442712,1,0,7,671,278.7803579771067,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
6/5/2020,Asia,Afghanistan,AF,1.9729596,0,3,36442712,1,0,15,719,274.4381871602585,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
6/12/2020,Asia,Afghanistan,AF,1.7150205,0,3,36442712,1,0,16,625,274.391239348304,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
6/19/2020,Asia,Afghanistan,AF,1.4872658,0,3,36442712,1,0,16,542,274.2315046628563,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
6/26/2020,Asia,Afghanistan,AF,.82869792,0,3,36442712,1,0,20,302,276.2459842348104,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
7/3/2020,Asia,Afghanistan,AF,.75186503,0,3,36442712,1,0,20,274,273.6799622626285,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
7/10/2020,Asia,Afghanistan,AF,.56252676,0,3,36442712,1,0,21,205,276.4102235644093,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
7/17/2020,Asia,Afghanistan,AF,.38690865,0,3,36442712,1,0,23,141,281.7196949863355,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
7/24/2020,Asia,Afghanistan,AF,.29086748,0,3,36442712,1,0,11,106,277.8553219153066,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
7/31/2020,Asia,Afghanistan,AF,.17013004,0,3,36442712,1,0,2,62,279.035209644197,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
8/7/2020,Asia,Afghanistan,AF,.14543374,1,3,36442712,1,0,5,53,280.2931282211759,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
8/14/2020,Asia,Afghanistan,AF,.20580247,0,3,36442712,1,0,8,75,275.3110345237189,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
8/21/2020,Asia,Afghanistan,AF,.14543374,0,3,36442712,1,0,2,53,275.2883955652937,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
8/28/2020,Asia,Afghanistan,AF,.068600819,1,3,36442712,1,0,2,25,279.5931802873166,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
9/4/2020,Asia,Afghanistan,AF,.09604115,1,3,36442712,1,0,1,35,273.3723877195198,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
9/11/2020,Asia,Afghanistan,AF,.12622552,1,3,36442712,1,0,1,46,270.1170954527937,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
9/18/2020,Asia,Afghanistan,AF,.12073745,0,3,36442712,1,0,3,44,272.1317116431542,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
9/25/2020,Asia,Afghanistan,AF,.068600819,0,3,36442712,1,0,2,25,268.5355087899158,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
10/2/2020,Asia,Afghanistan,AF,.063112758,1,3,36442712,1,0,1,23,268.1846043278592,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
10/9/2020,Asia,Afghanistan,AF,.1756181,0,3,36442712,1,0,2,64,268.8818968017237,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
10/16/2020,Asia,Afghanistan,AF,.17013004,1,3,36442712,1,0,2,62,266.2967066867778,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
10/23/2020,Asia,Afghanistan,AF,.2579391,1,3,36442712,1,0,3,94,268.2184773318538,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
10/30/2020,Asia,Afghanistan,AF,.30184361,0,3,36442712,1,0,4,110,260.2141534346932,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
11/6/2020,Asia,Afghanistan,AF,.26891524,1,3,36442712,1,0,4,98,262.4789652860674,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
11/13/2020,Asia,Afghanistan,AF,.46648559,1,3,36442712,1,0,9,170,273.7556124444251,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
11/20/2020,Asia,Afghanistan,AF,.51862222,0,3,36442712,1,0,10,189,264.2637961780047,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
11/27/2020,Asia,Afghanistan,AF,.45550945,1,3,36442712,1,0,11,166,266.593920730614,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
12/4/2020,Asia,Afghanistan,AF,.66131192,1,3,36442712,1,0,18,241,272.9418230149567,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
12/11/2020,Asia,Afghanistan,AF,.63112754,0,3,36442712,1,0,11,230,267.7711643248723,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
12/18/2020,Asia,Afghanistan,AF,.35946831,1,3,36442712,1,0,15,131,265.1705753440684,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
12/25/2020,Asia,Afghanistan,AF,.72168064,0,3,36442712,1,0,12,263,267.8115626027041,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
1/1/2021,Asia,Afghanistan,AF,.31007573,0,3,36442712,1,0,9,113,257.1095933713962,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
1/8/2021,Asia,Afghanistan,AF,.22501069,0,3,36442712,1,0,7,82,261.1179134650839,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
1/15/2021,Asia,Afghanistan,AF,.27165926,1,3,36442712,1,0,6,99,262.8440400734577,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
1/22/2021,Asia,Afghanistan,AF,.12896955,0,3,36442712,1,0,3,47,264.905300103966,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
1/29/2021,Asia,Afghanistan,AF,.09604115,0,3,36442712,1,0,1,35,261.0892032840065,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
2/5/2021,Asia,Afghanistan,AF,.065856792,0,3,36442712,1,0,2,24,262.3497738294896,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
2/12/2021,Asia,Afghanistan,AF,.008232099,0,3,36442712,1,0,0,3,265.3596452184035,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
2/19/2021,Asia,Afghanistan,AF,.082320988,1,3,36442712,1,0,2,30,267.1330193139497,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
2/26/2021,Asia,Afghanistan,AF,.052136626,0,3,36442712,1,0,1,19,268.9541971414796,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
3/12/2021,Asia,Afghanistan,AF,.068600819,1,3,36442712,2,.02,1,25,272.6555891665531,54.422,18.6,1.337,1803.987,,9.59,,,.5,64.83,.511
